country_code,area,year,series,value
858,Uruguay,2005,Resident patent filings (per million population),7
858,Uruguay,2010,Resident patent filings (per million population),7
858,Uruguay,1985,Grants of patents (number),196
858,Uruguay,1995,Grants of patents (number),36
858,Uruguay,2010,Grants of patents (number),29
858,Uruguay,2010,Patents in force (number),877
860,Uzbekistan,1995,Resident patent filings (per million population),46
860,Uzbekistan,2005,Resident patent filings (per million population),10
860,Uzbekistan,2010,Resident patent filings (per million population),13
860,Uzbekistan,2019,Resident patent filings (per million population),11
860,Uzbekistan,2020,Resident patent filings (per million population),10
860,Uzbekistan,2021,Resident patent filings (per million population),12
860,Uzbekistan,1995,Grants of patents (number),"1,233"
860,Uzbekistan,2005,Grants of patents (number),407
860,Uzbekistan,2010,Grants of patents (number),192
860,Uzbekistan,2019,Grants of patents (number),378
860,Uzbekistan,2020,Grants of patents (number),278
860,Uzbekistan,2021,Grants of patents (number),298
860,Uzbekistan,2005,Patents in force (number),"1,263"
860,Uzbekistan,2010,Patents in force (number),"1,253"
860,Uzbekistan,2019,Patents in force (number),"1,161"
860,Uzbekistan,2020,Patents in force (number),"1,159"
860,Uzbekistan,2021,Patents in force (number),"1,217"
862,Venezuela,1985,Resident patent filings (per million population),13
862,Venezuela,2005,Resident patent filings (per million population),5
862,Venezuela,2010,Resident patent filings (per million population),3
862,Venezuela,1985,Grants of patents (number),351
862,Venezuela,2019,Grants of patents (number),81
862,Venezuela,2020,Grants of patents (number),58
862,Venezuela,2021,Patents in force (number),212
704,Viet Nam,2005,Resident patent filings (per million population),2
704,Viet Nam,2010,Resident patent filings (per million population),4
704,Viet Nam,2019,Resident patent filings (per million population),8
704,Viet Nam,2020,Resident patent filings (per million population),11
704,Viet Nam,2021,Resident patent filings (per million population),11
704,Viet Nam,1995,Grants of patents (number),56
704,Viet Nam,2005,Grants of patents (number),668
704,Viet Nam,2010,Grants of patents (number),822
704,Viet Nam,2019,Grants of patents (number),"2,620"
704,Viet Nam,2020,Grants of patents (number),"4,319"
704,Viet Nam,2021,Grants of patents (number),"3,691"
704,Viet Nam,2010,Patents in force (number),"9,103"
704,Viet Nam,2019,Patents in force (number),"18,575"
704,Viet Nam,2020,Patents in force (number),"12,625"
704,Viet Nam,2021,Patents in force (number),"14,444"
887,Yemen,2005,Resident patent filings (per million population),1
887,Yemen,2010,Resident patent filings (per million population),1
887,Yemen,2019,Resident patent filings (per million population),2
887,Yemen,2020,Resident patent filings (per million population),2
887,Yemen,2021,Resident patent filings (per million population),1
887,Yemen,2019,Grants of patents (number),13
887,Yemen,2020,Grants of patents (number),19
887,Yemen,2021,Grants of patents (number),4
887,Yemen,2019,Patents in force (number),76
894,Zambia,2020,Resident patent filings (per million population),1
894,Zambia,1985,Grants of patents (number),74
894,Zambia,1995,Grants of patents (number),43
894,Zambia,2005,Grants of patents (number),14
894,Zambia,2010,Grants of patents (number),12
894,Zambia,2019,Grants of patents (number),9
894,Zambia,2020,Grants of patents (number),9
894,Zambia,2005,Patents in force (number),"2,695"
894,Zambia,2010,Patents in force (number),"3,858"
894,Zambia,2019,Patents in force (number),"7,726"
894,Zambia,2020,Patents in force (number),"7,735"
716,Zimbabwe,1985,Resident patent filings (per million population),4
716,Zimbabwe,1995,Resident patent filings (per million population),5
716,Zimbabwe,1985,Grants of patents (number),212
716,Zimbabwe,1995,Grants of patents (number),105
716,Zimbabwe,2019,Grants of patents (number),31
716,Zimbabwe,2020,Grants of patents (number),6
716,Zimbabwe,2021,Grants of patents (number),10
716,Zimbabwe,2019,Patents in force (number),14
716,Zimbabwe,2020,Patents in force (number),4
716,Zimbabwe,2021,Patents in force (number),4
