region,country,year,patents,number_patents,patents_mapped
760,Syrian Arab Republic,2005,Resident patent filings (per million population),6.0,2
760,Syrian Arab Republic,2019,Resident patent filings (per million population),7.0,2
760,Syrian Arab Republic,2020,Resident patent filings (per million population),4.0,2
760,Syrian Arab Republic,1995,Grants of patents (number),71.0,1
760,Syrian Arab Republic,2005,Grants of patents (number),72.0,1
760,Syrian Arab Republic,2019,Grants of patents (number),58.0,1
760,Syrian Arab Republic,2020,Patents in force (number),65.0,3
760,Syrian Arab Republic,2021,Patents in force (number),125.0,3
762,Tajikistan,1995,Resident patent filings (per million population),6.0,2
762,Tajikistan,2005,Resident patent filings (per million population),4.0,2
762,Tajikistan,2010,Resident patent filings (per million population),1.0,2
762,Tajikistan,2019,Resident patent filings (per million population),2.0,2
762,Tajikistan,1995,Grants of patents (number),47.0,1
762,Tajikistan,2010,Grants of patents (number),3.0,1
762,Tajikistan,2019,Grants of patents (number),1.0,1
762,Tajikistan,2010,Patents in force (number),248.0,3
764,Thailand,1985,Resident patent filings (per million population),1.0,2
764,Thailand,1995,Resident patent filings (per million population),2.0,2
764,Thailand,2005,Resident patent filings (per million population),14.0,2
764,Thailand,2010,Resident patent filings (per million population),18.0,2
764,Thailand,2019,Resident patent filings (per million population),12.0,2
764,Thailand,2020,Resident patent filings (per million population),12.0,2
764,Thailand,2021,Resident patent filings (per million population),12.0,2
764,Thailand,1985,Grants of patents (number),45.0,1
764,Thailand,1995,Grants of patents (number),470.0,1
764,Thailand,2005,Grants of patents (number),553.0,1
764,Thailand,2010,Grants of patents (number),772.0,1
764,Thailand,2019,Grants of patents (number),,1
764,Thailand,2020,Grants of patents (number),,1
764,Thailand,2021,Grants of patents (number),,1
764,Thailand,2010,Patents in force (number),,3
764,Thailand,2019,Patents in force (number),,3
764,Thailand,2020,Patents in force (number),,3
764,Thailand,2021,Patents in force (number),,3
768,Togo,2020,Resident patent filings (per million population),1.0,2
780,Trinidad and Tobago,1995,Resident patent filings (per million population),19.0,2
780,Trinidad and Tobago,2005,Resident patent filings (per million population),1.0,2
780,Trinidad and Tobago,2019,Resident patent filings (per million population),1.0,2
780,Trinidad and Tobago,2020,Resident patent filings (per million population),1.0,2
780,Trinidad and Tobago,2021,Resident patent filings (per million population),1.0,2
780,Trinidad and Tobago,1995,Grants of patents (number),87.0,1
780,Trinidad and Tobago,2019,Grants of patents (number),68.0,1
780,Trinidad and Tobago,2020,Grants of patents (number),67.0,1
780,Trinidad and Tobago,2021,Grants of patents (number),40.0,1
780,Trinidad and Tobago,2021,Patents in force (number),,3
788,Tunisia,1985,Resident patent filings (per million population),2.0,2
788,Tunisia,1995,Resident patent filings (per million population),3.0,2
788,Tunisia,2005,Resident patent filings (per million population),6.0,2
788,Tunisia,2010,Resident patent filings (per million population),11.0,2
788,Tunisia,1995,Grants of patents (number),141.0,1
788,Tunisia,2005,Grants of patents (number),338.0,1
788,Tunisia,2010,Grants of patents (number),620.0,1
788,Tunisia,2019,Grants of patents (number),328.0,1
792,Türkiye,1985,Resident patent filings (per million population),3.0,2
792,Türkiye,1995,Resident patent filings (per million population),3.0,2
792,Türkiye,2005,Resident patent filings (per million population),15.0,2
792,Türkiye,2010,Resident patent filings (per million population),48.0,2
792,Türkiye,2019,Resident patent filings (per million population),100.0,2
792,Türkiye,2020,Resident patent filings (per million population),101.0,2
792,Türkiye,2021,Resident patent filings (per million population),106.0,2
792,Türkiye,1985,Grants of patents (number),385.0,1
792,Türkiye,1995,Grants of patents (number),763.0,1
792,Türkiye,2005,Grants of patents (number),823.0,1
792,Türkiye,2019,Grants of patents (number),,1
792,Türkiye,2020,Grants of patents (number),,1
792,Türkiye,2021,Grants of patents (number),,1
792,Türkiye,2010,Patents in force (number),,3
792,Türkiye,2019,Patents in force (number),,3
792,Türkiye,2020,Patents in force (number),,3
792,Türkiye,2021,Patents in force (number),,3
798,Tuvalu,2019,Grants of patents (number),10.0,1
798,Tuvalu,2020,Grants of patents (number),10.0,1
798,Tuvalu,2019,Patents in force (number),17.0,3
798,Tuvalu,2020,Patents in force (number),27.0,3
800,Uganda,1985,Grants of patents (number),26.0,1
800,Uganda,2019,Grants of patents (number),1.0,1
804,Ukraine,1995,Resident patent filings (per million population),93.0,2
804,Ukraine,2005,Resident patent filings (per million population),75.0,2
804,Ukraine,2010,Resident patent filings (per million population),56.0,2
804,Ukraine,2019,Resident patent filings (per million population),47.0,2
804,Ukraine,2020,Resident patent filings (per million population),31.0,2
804,Ukraine,2021,Resident patent filings (per million population),30.0,2
804,Ukraine,1995,Grants of patents (number),,1
804,Ukraine,2005,Grants of patents (number),,1
804,Ukraine,2010,Grants of patents (number),,1
804,Ukraine,2019,Grants of patents (number),,1
804,Ukraine,2020,Grants of patents (number),,1
804,Ukraine,2021,Grants of patents (number),,1
804,Ukraine,2005,Patents in force (number),,3
804,Ukraine,2010,Patents in force (number),,3
804,Ukraine,2019,Patents in force (number),,3
804,Ukraine,2020,Patents in force (number),,3
804,Ukraine,2021,Patents in force (number),,3
784,United Arab Emirates,2010,Resident patent filings (per million population),3.0,2
784,United Arab Emirates,2019,Resident patent filings (per million population),10.0,2
784,United Arab Emirates,2020,Resident patent filings (per million population),7.0,2
784,United Arab Emirates,2021,Resident patent filings (per million population),7.0,2
784,United Arab Emirates,2010,Grants of patents (number),2.0,1
784,United Arab Emirates,2019,Grants of patents (number),,1
784,United Arab Emirates,2020,Grants of patents (number),506.0,1
784,United Arab Emirates,2021,Grants of patents (number),655.0,1
784,United Arab Emirates,2010,Patents in force (number),113.0,3
784,United Arab Emirates,2019,Patents in force (number),,3
784,United Arab Emirates,2020,Patents in force (number),,3
784,United Arab Emirates,2021,Patents in force (number),,3
826,United Kingdom,1985,Resident patent filings (per million population),348.0,2
826,United Kingdom,1995,Resident patent filings (per million population),321.0,2
826,United Kingdom,2005,Resident patent filings (per million population),372.0,2
826,United Kingdom,2010,Resident patent filings (per million population),333.0,2
826,United Kingdom,2019,Resident patent filings (per million population),272.0,2
826,United Kingdom,2020,Resident patent filings (per million population),264.0,2
826,United Kingdom,2021,Resident patent filings (per million population),256.0,2
826,United Kingdom,1985,Grants of patents (number),,1
826,United Kingdom,1995,Grants of patents (number),,1
826,United Kingdom,2005,Grants of patents (number),,1
826,United Kingdom,2010,Grants of patents (number),,1
826,United Kingdom,2019,Grants of patents (number),,1
826,United Kingdom,2020,Grants of patents (number),,1
826,United Kingdom,2021,Grants of patents (number),,1
826,United Kingdom,2010,Patents in force (number),,3
826,United Kingdom,2019,Patents in force (number),,3
826,United Kingdom,2020,Patents in force (number),,3
826,United Kingdom,2021,Patents in force (number),,3
834,United Rep. of Tanzania,1985,Grants of patents (number),30.0,1
834,United Rep. of Tanzania,2005,Grants of patents (number),3.0,1
834,United Rep. of Tanzania,2010,Grants of patents (number),1.0,1
834,United Rep. of Tanzania,2019,Grants of patents (number),19.0,1
834,United Rep. of Tanzania,2020,Grants of patents (number),7.0,1
834,United Rep. of Tanzania,2021,Grants of patents (number),13.0,1
840,United States of America,1985,Resident patent filings (per million population),268.0,2
840,United States of America,1995,Resident patent filings (per million population),466.0,2
840,United States of America,2005,Resident patent filings (per million population),703.0,2
840,United States of America,2010,Resident patent filings (per million population),782.0,2
840,United States of America,2019,Resident patent filings (per million population),868.0,2
840,United States of America,2020,Resident patent filings (per million population),813.0,2
840,United States of America,2021,Resident patent filings (per million population),790.0,2
840,United States of America,1985,Grants of patents (number),,1
840,United States of America,1995,Grants of patents (number),,1
840,United States of America,2005,Grants of patents (number),,1
840,United States of America,2010,Grants of patents (number),,1
840,United States of America,2019,Grants of patents (number),,1
840,United States of America,2020,Grants of patents (number),,1
840,United States of America,2021,Grants of patents (number),,1
840,United States of America,2005,Patents in force (number),,3
840,United States of America,2010,Patents in force (number),,3
840,United States of America,2019,Patents in force (number),,3
840,United States of America,2020,Patents in force (number),,3
840,United States of America,2021,Patents in force (number),,3
858,Uruguay,1985,Resident patent filings (per million population),21.0,2
858,Uruguay,1995,Resident patent filings (per million population),11.0,2
858,Uruguay,2005,Resident patent filings (per million population),7.0,2
858,Uruguay,2010,Resident patent filings (per million population),7.0,2
858,Uruguay,1985,Grants of patents (number),196.0,1
858,Uruguay,1995,Grants of patents (number),36.0,1
858,Uruguay,2010,Grants of patents (number),29.0,1
858,Uruguay,2010,Patents in force (number),877.0,3
860,Uzbekistan,1995,Resident patent filings (per million population),46.0,2
860,Uzbekistan,2005,Resident patent filings (per million population),10.0,2
860,Uzbekistan,2010,Resident patent filings (per million population),13.0,2
860,Uzbekistan,2019,Resident patent filings (per million population),11.0,2
860,Uzbekistan,2020,Resident patent filings (per million population),10.0,2
860,Uzbekistan,2021,Resident patent filings (per million population),12.0,2
860,Uzbekistan,1995,Grants of patents (number),,1
860,Uzbekistan,2005,Grants of patents (number),407.0,1
860,Uzbekistan,2010,Grants of patents (number),192.0,1
860,Uzbekistan,2019,Grants of patents (number),378.0,1
860,Uzbekistan,2020,Grants of patents (number),278.0,1
860,Uzbekistan,2021,Grants of patents (number),298.0,1
860,Uzbekistan,2005,Patents in force (number),,3
860,Uzbekistan,2010,Patents in force (number),,3
860,Uzbekistan,2019,Patents in force (number),,3
860,Uzbekistan,2020,Patents in force (number),,3
860,Uzbekistan,2021,Patents in force (number),,3
862,Venezuela (Boliv. Rep. of),1985,Resident patent filings (per million population),13.0,2
862,Venezuela (Boliv. Rep. of),2005,Resident patent filings (per million population),5.0,2
862,Venezuela (Boliv. Rep. of),2010,Resident patent filings (per million population),3.0,2
862,Venezuela (Boliv. Rep. of),1985,Grants of patents (number),351.0,1
862,Venezuela (Boliv. Rep. of),2019,Grants of patents (number),81.0,1
862,Venezuela (Boliv. Rep. of),2020,Grants of patents (number),58.0,1
862,Venezuela (Boliv. Rep. of),2021,Patents in force (number),212.0,3
704,Viet Nam,2005,Resident patent filings (per million population),2.0,2
704,Viet Nam,2010,Resident patent filings (per million population),4.0,2
704,Viet Nam,2019,Resident patent filings (per million population),8.0,2
704,Viet Nam,2020,Resident patent filings (per million population),11.0,2
704,Viet Nam,2021,Resident patent filings (per million population),11.0,2
704,Viet Nam,1995,Grants of patents (number),56.0,1
704,Viet Nam,2005,Grants of patents (number),668.0,1
704,Viet Nam,2010,Grants of patents (number),822.0,1
704,Viet Nam,2019,Grants of patents (number),,1
704,Viet Nam,2020,Grants of patents (number),,1
704,Viet Nam,2021,Grants of patents (number),,1
704,Viet Nam,2010,Patents in force (number),,3
704,Viet Nam,2019,Patents in force (number),,3
704,Viet Nam,2020,Patents in force (number),,3
704,Viet Nam,2021,Patents in force (number),,3
887,Yemen,2005,Resident patent filings (per million population),1.0,2
887,Yemen,2010,Resident patent filings (per million population),1.0,2
887,Yemen,2019,Resident patent filings (per million population),2.0,2
887,Yemen,2020,Resident patent filings (per million population),2.0,2
887,Yemen,2021,Resident patent filings (per million population),1.0,2
887,Yemen,2019,Grants of patents (number),13.0,1
887,Yemen,2020,Grants of patents (number),19.0,1
887,Yemen,2021,Grants of patents (number),4.0,1
887,Yemen,2019,Patents in force (number),76.0,3
894,Zambia,2020,Resident patent filings (per million population),1.0,2
894,Zambia,1985,Grants of patents (number),74.0,1
894,Zambia,1995,Grants of patents (number),43.0,1
894,Zambia,2005,Grants of patents (number),14.0,1
894,Zambia,2010,Grants of patents (number),12.0,1
894,Zambia,2019,Grants of patents (number),9.0,1
894,Zambia,2020,Grants of patents (number),9.0,1
894,Zambia,2005,Patents in force (number),,3
894,Zambia,2010,Patents in force (number),,3
894,Zambia,2019,Patents in force (number),,3
894,Zambia,2020,Patents in force (number),,3
716,Zimbabwe,1985,Resident patent filings (per million population),4.0,2
716,Zimbabwe,1995,Resident patent filings (per million population),5.0,2
716,Zimbabwe,1985,Grants of patents (number),212.0,1
716,Zimbabwe,1995,Grants of patents (number),105.0,1
716,Zimbabwe,2019,Grants of patents (number),31.0,1
716,Zimbabwe,2020,Grants of patents (number),6.0,1
716,Zimbabwe,2021,Grants of patents (number),10.0,1
716,Zimbabwe,2019,Patents in force (number),14.0,3
716,Zimbabwe,2020,Patents in force (number),4.0,3
716,Zimbabwe,2021,Patents in force (number),4.0,3
